To: 2020-06-12;;
Country;Rating;Review
au;1;Trying to download this app as I want to help but it keeps saying error verifying phone number! Have tried numerous times, both with and without the zero at the front. Really frustrating, gonna have to just uninstall it and give up.
au;1;I want to sign up but need the PIN which I’ve tried to get multiple times but nothing happens...
au;3;Constant Bluetooth search by the app for nearby devices severely interferes with performance of other Bluetooth technologies in vicinity, eg computer peripherals. Have to turn Phone (and therefore covidsafes) Bluetooth to be able to continue to work. This then requires me to actually remember to turn it on again when leaving the house. Not a great user experience
au;5;Had error verifying phone number and then started to glitch with black screen with Covid safe logo. I just removed numbers from my name and had no issues at all logging in.
au;5;Get the app!!!
au;5;great idea everyone download thanks
au;3;At enter your mobile number, it just buffers and doesn’t send me the pin to continue.
au;4;"Tried many times to get a code. With and without a zero etc and several restarts of the app. 

Decided to turn off wifi, not sure why but text came straight after."
au;1;Disappointing to find the same issue that may other users have experienced with the mobile number failing verification.  Appears someone wrote that bit of code on Friday afternoon... .    However, try turning off wifi and using the cellular network and it seems to fix the issue.  Stay safe people.
au;1;Been trying to do my part, but unfortunately the app doesn’t work. Unable to verify my phone number, which makes no sense.
au;5;If you are having trouble getting the app to verify your phone, make sure you are not using wifi calling. Wouldn’t verify for me until I turned wifi off.
au;5;Easy to set up, the app only takes the information you give it which is name, phone number, postcode, and age range.  Download it so I can go to the pub!
au;1;I wanna do my bit to help, but I can’t get your app to send me a pin. I enter my details, then my phone number, click next and it just wigs out. The old spinning wheel of death. Better luck next time ScoMo.
au;4;App seems good but it is a bit of a battery hog!
au;3;Xx
au;1;Put on my details. Doesn’t recognise my phone number!
au;1;Terrible time trying to register the app on my phone. The screen keeps flicking back to a black screen that says covid safe app. I wasn’t able to read through the information.
au;4;"Simply turn off WIFI on your phone, so it’s just 4G mobile data on. Finally it worked.

Phone now resumed using WIFI as well as 4G. All good,"
au;1;"Gets to “we’ll send you a seven digit verification and fails with an error check details and try again”
All details correct! 🤭🤔"
au;5;"Just installed this. If you are in Australia, please install it too. 

For anyone with concerns about privacy, from a technical perspective, this saves Far Less data than Facebook or Google Maps. It also only saves nearby phones if you have been together for 15 mins. And without GPS it doesn’t provide hotspot data. It also does not continuously send data, instead doing a download of positive cases. 

Overall, it’s extremely limited compared to what’s being hyped. Still, some mechanism to be alerted to being at risk is better than nothing. Please install."
au;5;Doing my bit to ensure my and community’s wellbeing.
au;3;"When I try to enter my number it comes up with an error, “Error verifying phone number. Please check your details and try again.”

I’ve triple checked my number and have tried about 5 times including closing app and reopening."
au;5;"If you having the issue that it can not verify your mobile number error. 
Make sure that you have wifi off! In other words be on 4G / mobile data. 

Hope that helps and stay safe"
au;1;When I put my mobile number in the app keeps saying the number doesn’t match. I’ve deleted and reinstalled but same thing happens. A friend of mine in another state is having the same issue.  I have tried it dropping the zero and it still says error
au;5;I installed on both mine and my mums phone. No issues installing on my phone, and once we turned off wifi on mums phone she was able to verify her number and install it with no issues.
au;1;My phone is compatible but it’s not working. Every time I put my mobile number in it comes up with an error. Error verifying mobile number. It is not an overseas phone either.
au;1;App just crashes on register unable to use
au;1;I’ve tried my phone number with zero and without as the first digit, the app will not let me verify my phone number. So I can’t use it because I can’t complete the registration process.
au;1;Won’t accept my number. Tried with and without leading zeroes.  Poor effort. Programming 101:  putting out a message like ‘error verifying your phone number’ is sloppy, lazy programming.  A well written app would tell you why - number is in the wrong format should be XXXXX, server is too busy, etc.
au;1;Try to do the right thing but the app just spins and spins when I ever my phone number.  Have tried with and without the 0 and have also deleted and re-installed with the same problem.  Ridiculous!!
au;1;I have tried numerous times to get the app working but it keeps coming up with an error message and can’t verify my mobile number. I use an iPhone.
au;5;Do your bit
au;5;I had the above error but found if I turned my wifi off and then put my number in it worked! Then went back in and turned wifi back on again!
au;1;Keeps saying my phone number is invalid and won’t let me continue
au;5;Anyone suggesting this is an invasion of their privacy should consider the benefits. Funny how we’ve got nowhere near as many objections to social media tracking our every move...
au;5;Participating with that app is for me a no brainer. If I can protect others, my friends, family and mates, then I’m IN!!! People can get tested earlier and the spread gets stopped earlier. That’s how Germany does it and they have a very low death rate!
au;5;This app is amazing. I would strongly recommend all Australians download it. Set up is easy and does not eat into battery. Anyone of any age can download and use it. Younger children will need a parent's consent.
au;2;I tried to put this app on my husband’s phone but it didn’t recognise his phone number.
au;1;Stuck at Get Pin page.Stress Testing was not done well it seems.
au;2;I have no problem with the tracing side of things. After signing in and verifying, the app indicating it was working. Next morning, I got a notification that took me back to the app to enter all details again, which I skipped and deleted the app. Can we get an update?
au;1;I tried 4 times to register and have now deleted the app and given up.
au;1;Like many others, it won’t accept my mobile number. I am not putting the 0 at the front.
au;1;Trying to add my mobile number but the get pin wheel just keeps spinning. My friend tried and got invalid phone number error - for a correct number?!
au;5;Do it now. Delete it next year.  Let’s get Covid out of our population so we can go back to normal.  Yes it is invasive. But it is necessary for now.
au;1;"If you’re using Bluetooth Headphones then COVIDSafe probably won’t work effectively. 

In fact there are hundreds of possible and like scenarios that defeat COVIDSafe due to multiple design flaws. 

But hey, it’s only version 1, build 10."
au;5;Good for contact tracing!
au;2;Sign in process is trash its not letting me sign up everything works until i try to put in my phone number and it says error please check your details when i’ve checked them and there correct but it still says error
au;1;I’m happy to use the app to help protect the community. However the app won’t accept my mobile number so is currently on my phone but useless
au;2;Very frustrating to have an issue entering my phone number. I did not add the zero at the beginning (just went straight to 4......) and still had an issue. I updated my phone, removed and reinstalled the app and still had the issue. Really annoying.
au;3;The app looks promising and could prove to be very effective in controlling the spread of virus using technology. As a responsible Australian,  I also wanted to contribute to the community  in helping contact tracing, however i gave up after trying for the whole day to register my mobile number. Every time It throws error: error verifying mobile number.
au;4;"If you are getting an error message not verifying your phone no, switch off WiFi and try it again.

Very important initiative!"
au;1;After entering my phone number, I received an error message saying “unable to verify phone number. Check details and try again.” Unable to find any information on how to troubleshoot this. Thus, I can’t use the app even though I wanted to. Disappointing
au;1;Will not accept Australian mobile phone number - either dropping the leading ‘0’ or including it...  totally useless as a result.
au;1;"I downloaded the app on my i phone.
I entered all the personal details correctly and it shows my details are incorrect!!!
I tried many times show the same error."
au;1;"I’ve downloaded the app and when I put my phone number in it returns a error -

“Error verifying phone number”

Annoying...."
au;5;Be safe and be safe for others
au;1;How do I activate app when it wouldn’t send me a PIN to activate. All the information provided is correct but it still says can’t verify mobile number?!?!
au;5;Works well.
au;5;So we can get to the pub quicker
au;1;"I was sent the code but the app said it was wrong.
I have been unable to get past the point where it says to download information. 
I tried several times but still can’t download it. Frustrating"
au;1;Tried to but it keeps rejecting my phone numbers. I also tried deleting the app and reinstalling, plus putting the zero in front of the number.
au;3;"Some basic rules needed. 
1) you need a name, age and postcode. 
2) need a mobile number to register. 
Big hint it will only send a confirmation code if you have mobile data turned on. It will not send the code if mobile data is turned off. 
3) final step is to confirm Bluetooth is turned on
4) you have successfully installed and registered of sorts the covidsafe app. 

Thank you."
au;1;Both my wife and I downloaded this app and both got a message saying that it failed when verifying the phone number. We tried both with and without the leading zero and got the same message each time. Great start...
au;1;So you cannot download the App if you do not use Australian App Store. So for all the internationals here and those who are locked into say the US App Store you cannot download. That needs fixing right away. Particularly as people one day start to travel again.
au;2;Downloaded the app trying to do my part in the fight against Covid 19 but it won’t accept my ph number and yes I dropped the zero, also tried with the zero 🙄hope this get fixed ASAP
au;1;Like a lot of others the app can’t verify my phone number in the registration process. I’ve tried with and without the leading zero but it makes no difference.
au;3;Have loaded app on both my phone and my husband’s. Phone number accepted on my phone but not my husband’s with the error message that his number is unable to be verified. 0 or no 0 at the beginning of the number does not make a difference.
au;1;Can’t sign up - won’t accept my phone number.
au;5;Super quick and easy setup. No dramas at all.
au;1;Have now tried to enter my mobile number at least 20 times both with the 0 at the front and without and it keeps giving an error message! I would hope that this gets fixed quickly because I’m a willing participant and I’m getting frustrated, if anyone was a reluctant participant and this error happened continuously I think they would lose a lot of people and those people would just say oh well I tried and it didn’t work! Sort it out!
au;1;I’ve entered my phone number correctly with and without leading zero and keeps returning same error. Bug to be squashed.
au;1;"It won’t verify my number or details so I can’t go past putting my telephone number in. 
What else can I do as I’m trying to help the stop of COVID:19. Disappointing after all the hype about it."
au;2;"I think due to the immense number of people attempting to get onboard... the app is not coping with the pressure… 
Have been trying since released to have my number registered and have waited at different times up to an hour waiting on the pin to be sent to me... have given up now"
au;1;I’ll change the rating once I can activate, just wanted to lodge the bug
au;1;I am an AU citizen. Who normally lives overseas. Came here and got stuck (blessing now) when Corona broke out across the world. I want to do my part as I am living with family and 2 are essential workers. But my UK phone plan is better value than an Aussie one, so I’m not interested in getting a Aussie one (and having to pay twice for phone sims) - i don’t understand why it’s necessary to have a AU number only. There will be so many people in Australia for any number of reasons who don’t have an AU number who will still want to download this and do the right thing. So please, Australian Government please open this up to any phone number.
au;5;A great move in public health.  I really want everyone to download to help each other and Australia manage Covid19 x
au;1;After so much hype about this app it’s disappointing that it won’t accept my phone number. Tried with zeroes and without zeroes, just get an error message!
au;5;"Play your part. Help save lives. 
It’s a necessary app to help us collective take #PublicHealth action to defeat this Pandemic. Download, turn on, help us trace this 🦠... 🙏"
au;1;Tried to register but wouldn’t accept my mobile number and gave error message. Many others using the app do not sure why
au;1;The failure of the app to recognise people’s phone number renders this app useless. I would give it no stars if I were able to!
au;1;And yes, I’ve tried without adding the first 0. I’ve deleted and retried 5 times. Think I’ll give up now.
au;2;Easy to download and simple to use but would like to have it linked to the Apple Watch.  Don’t need to carry a phone most times as my watch can make and receive calls. It would make sense that when the watch is in range of your phone that it refreshes the new data just like your health apps do.
au;3;The app seems straight forward however outside of grocery shopping we only leave our home for exercise - When exercising we often only carry a smart watch.   Are you missing low hanging interactions ( eg: grabbing a takeaway coffee at the end of a ride ) by only having a phone app.
au;5;This application is good! A very nice effort from the Australian Government to help stop the spread of the coronavirus!
au;1;Keeps coming up as an error with my mobile number, have tried putting it in differently, closing the app and trying again ect. But can’t get it to work
au;4;Fine for me, but my mum in her 70s uses an old iPhone 4 hand me down and can’t download it due to software limitations. This has to be a common situation for the older generation by whom this app should ideally be used. Please bring out a version compatible with earlier versions of iOS!
au;3;Will not accept my mobile number after multiple attempts. Not sure if this means the app won’t be doing its thing????
au;1;The app won’t send me a pin, then error pops up saying cannot verify your number.
au;1;This sucked my battery dry within hours (and I wasn’t even out and about). Be good if it only activated when you weren’t at home.
au;1;The app is unable to verify my phone number. Tried several times. Nothing seems to work.
au;1;I have an iPhone 11 and when trying to download I get an error message saying Error verifying phone number. Nothing wrong with my number so.????
au;1;App gets stuck on entering the phone number. Spins a spins.
au;3;For some reason I’ve tried to enter my number and even tried a family member’s phone number i still couldn’t get the pin. Also know someone with the same issue
au;1;Been trying for at least an hour and get verifying error. I give up.
au;1;Both I and my wife have downloaded the app and when we attempt to register it doesn’t recognise our mobile numbers..tried several times but sorry not working..
au;1;Tried 3 times but each time rejected my mobile number. No help anywhere as to what could be wrong.
au;1;Keep getting error message can’t verify number, please check details. I think I know my name and phone number. It’s a work phone
au;1;App won’t accept my mobile number, have tried leaving off the first 0 like others have suggested in the reviews. My wife is also having the same issue! Therefore app is useless as you cannot proceed without a mobile number!
au;1;Keeps saying my mobile number is invalid. Please don't release it if you can't perfect the registration process!
au;2;Can see the benefit but can’t register as my phone number can’t be validated for some reason. Have tried numerous times. Giving up and deleted app now.
au;1;Trying to do my bit but can’t get past verifying phone number. Phone number is correct. Shut down and rebooted but still the same message. No tech support available
au;1;"Cannot get the pin and verification of phone number. Needs to be fixed no point downloading an app if you cannot register.

It is just timing out. Maybe too many people trying to verify at same time.

Really want to get on board but it just is not working."
au;5;Look into the theory. I trust our medical experts. This is NOT political. Its science for a better future.
au;4;To the developers of this app and Aussie government, brilliant initiative!  Let’s keep us safe and keep our privacy safe.  I was a bit of a skeptic initially, but feel assured my privacy is being protected.  This is the best way for us Aussie’s to kick this virus and get back to our normal life - because this lockdown life is ultra boring!
au;2;Put in a valid phone number. App says error with phone number after a long delay. We’re all trying to help but seems to be some issues with this app or the process
au;1;Tried for 20 minutes. The App can’t find my phone number so I can register.
au;1;Meh
au;1;But it’s not sending my mobile a code. Just a spinny wheel of death.
au;1;Unable to get PIN
au;1;"Must be some glitch; can’t get anything"
au;1;It’s good idea for Deaf people and hard of hearing. !  If call by voice will not answer voice caller.
au;1;M Taylor
au;1;I was keen for this app when I return to work, although it is not accepting my phone number. Please fix this. Thankyou
au;1;This is poor— it won’t allow me to put in my Mobil phone number
au;4;Relatively easy to set up, however, had errors verifying my number.. had to turn off wifi and also enter my mobile number without the zero
au;5;"Hey keyboard warriors 
Can you guys just shut up, and go work for government if you can make it better?"
au;1;Won’t accept my phone number
au;4;Does the app have to be opened on the screen all the time for it to work? Or can it just be running in the background?
au;2;This is not letting me register. Is there any limitations for visa holders to subscribe it?
au;1;As per usual dropped the mobiles first number of 0, still can’t get through
au;5;I downloaded the app with no dramas and hope that most Aussies do so too in order to help the the country get back to pre COVID conditions. One suggestion I’d love to see would be extending the app to smart watches. On many occasions I leave my phone at home as I can also use my watch as a phone.
au;3;I have an issue registering. When I enter my mobile number and press “Get PIN” it gets stuck loading.
au;1;Neither my husband or I were able to verify our mobile phone numbers so unable to use the app
au;1;"Failed to verify phone number after multiple attempts - with and without leading 0. 

Not a very encouraging start."
au;5;"Let’s hope people use it; little to loos lots to gain..."
au;5;"Downloaded app.
I would like to know if I have been close to anyone with virus to keep myself and family safe.
Thank you"
au;5;Turned off wifi. Closed all other apps and did a hard reset on the phone. Restarted phone and clicked on the COVIDSafe App. Registration only took a few seconds and it appears to be working fine now. 👍
au;1;When I tried to enter my mobile number... tried every option, with & without 0 in front, it doesn’t accept mobile number.
au;1;Unable to register my mobile to sign up for the app
au;1;keeps hanging when trying to retrieve pin #
au;5;"Want to have the app; but unfortunately I do not do the ow have a mobile number, but I do have an iPhone that I carry around.(self funding issue) without verifying a mobile number I can’t get the app? Maybe add an email option 👍🏽"
au;1;"It does not like my phone number
It takes it and goes off to get a pin number (for who knows why), then takes ages to get back with an error message."
au;3;I saw this app and thought that getting it would be a good idea but when I tried to sign in but I couldn’t it said there was something wrong with my phone number and I know there is nothing wrong with it
au;5;"I was a little bit concerned about the privacy before I heard Sunday’ live by Dr. Murphy. You can use fake name, the infos you need to input are age group and post code. Records would be destroyed after 21 days.
Hopefully we can unstall the app sooner."
au;1;Will not send 2nd PIN number so you can upload ya information
au;1;"Getting the error
“Error verifying phone number”"
au;5;Easy to install, register and confident it only does what it is intended to.
au;1;When I try to register it says my phone number is not valid. But I’m using my correct name and phone number. My wife has the same problem.
au;5;"This app is safer than I originally thought. It’s crowdsourced information and not invading personal information. I already use several crowdsourcing apps. After reading the privacy information I happily installed it. I have literally far more invasive apps installed! MyGov, google, Social networking, banks.
As a nurse .. I would have installed it regardless, as anything to help Australia fight this virus is important. I’d expect all HCW and first responders to have this installed. 
#justdoit #fightcorona"
au;1;How will it ever work if it refuses to accept my mobile number?!!
au;5;"Just follow the simple instructions!
I see there were a few had trouble earlier/ I guess that was ironed out- it’s a 1 minute task."
au;1;"Sceptical, but downloaded and began set up with a false name I was then asked for my phone number so I could be sent a 6 digit code to verify that phone number
I entered my mobile number and hit “Get Pin”.... spinning doughnut for 5 minutes then an error message saying my number coukd not be verified, please check details. All details were correct EXCEPT my real name... wonder why my phone number couldn’t be verified???? Hmmmm app deleted not going to bother"
au;5;All sorted in less than a minute. If this helps deal with outbreaks quickly, and gets restrictions lifted, it’s worth any perceived danger to my civil rights...and if the spooks want to follow me, they are welcome to. It might even cure their insomnia...
au;1;Tried several times and cannot past mobile pin. Not sending me the pin!
au;5;This App is intending to protect you, not steal your private info.
au;3;Couldn’t register my phone number, error message. My info is correct (including the lack of 0) Tried multiple times, then tried the turning off WiFi and it worked.
au;5;Works well and protects us all. I am impressed. Well done.
au;1;I have been trying to download but it keeps telling me it’s having trouble verifying my phone number,don’t know what else I can do.
au;5;Maybe the next update you can use apple watch
au;5;"The more people who download it, the sooner we can get back to normality.  

Most people give way far far more personal details on social media. This app asks for very little info."
au;5;"It’s absolutely the right thing to do. It’s for the common good. We are in a public emergency. We need to take the context into consideration, this app could keep our family and citizens safe. This app could keep the community safer as is safe distancing. 

The risks introduced by the app is balanced to potential benefits it could deliver; which could be ‘saving a life’!

Delete it when the pandemic is over..."
au;1;Unable to access PIN so can’t complete
au;1;No instructions on how to troubleshoot install. Does not accept my mobile number ??? Want to do the right thing but unable under the circumstances
au;1;Spinning wheel of death on “get pin” screen
au;5;"The app could not be easier to set up. Great initiative by the Australian Government to help keep us safe through this pandemic. It’s like an insurance policy, there only if you need it. No privacy concerns. 

Help the community and get it on your phone."
au;1;Will not be using this until the Au Gov implements the upcoming Apple/Google ‘exposure notification’ API. I do not feel comfortable with the centralised data approach they are currently using.
au;4;Zapping energy
au;5;Would like to get the bans and restrictions lifted sooner. Would like to see more Australians downloading the app. My recommendation is that comms from telco to download the app might boost numbers.
au;5;Install the app and use it. It’s the fastest way to get out of this crisis. Happy with the safeguards put in place by the Government to protect data and not use the information against us. Well done ScoMo/Hunty
au;5;Stop being paranoid of the government being able to track you, that should be the least of your worries right now! The faster this is over with, the quicker we can recover from this pandemic
au;5;Very easy to install, only took a minute and all work without issue. Something so simple to help protect my family and I and hopefully get us out of lockdown sooner is a no-brainer!
au;5;Some issues at initial launch but it works fine now. Reassured by people who have decompiled it, particularly that my contact details aren’t being sent to the other people I am in range of.
au;2;"Happy to help elderly family with the installation of this important app. 

My feedback is that the verification number expires too quickly and they were unable to get it entered within the time limit.  Can the expiry be extended or can a different verification be used so that all Australians who want to do their bit, are able to participate.

Otherwise well done!"
au;5;Be a good citizen, download the app!
au;1;Can’t register - get to getting PIN number and app just spins.
au;4;I couldn’t get the thing to accept my phone number (yes, it was in right format). Scrolling thru comments and saw a comment about wifi. Turned off wifi and voila! It worked. This looks to be a bug that needs fixing. Or give people a hint on the app, would avoid a lot of frustration. Otherwise, great initiative.
au;5;The only problem it that the screen goes goes black when the phone is face down, if you’re using the phone in bed for example...
au;5;"Absolutely no problems.
No not listen to the naysayers."
au;1;I’ve tried about 6 times to get it to send me a confirmation PIN number, it just sits and spins and nothing is sent to me. I’m out.
au;1;The app says there is an error verifying my phone number. I know my phone number so it seems pointless that an app thinks it know better.
au;5;A lot fail to understand that the likes of twitter and Facebook already take so much data and sell it or use it to target you. This app saves lives and Data is only released if you authorise it. Easy to use, no fine print. Well done.
au;5;Best app ever
au;3;It won’t register my Australian mobile number to get my pin
au;1;Would not accept my number, I guess I’ll just get corona then.
au;5;"It’s taking ages for it to send me my pin. 
But hoping to get up and running soon. 🤗
Great idea. 👍👍"
au;1;Easy to load until I had to record my phone number. Then it all stops there. It doesn’t recognise my number, despite repeating the process a few times.
au;5;Recommending everyone to download
au;1;Just downloaded, and the app blinks between the first logo screen and registration screen!!
au;1;"I tried to sign up for the app and Cannot verify my contact number. 
So unfortunately can’t get to the next step."
au;5;Pretty boring app so far, not as fun as Facebook or Instagram but let’s see how it goes
au;5;Excellent idea!! Let’s stop the spread togeather
au;1;Have tried several times to register but keep getting “Error verifying phone number”.
au;5;Very informative and inspirational. Gets somewhat political near the end and you get sick of hearing the blokes point of view when he keeps butting in and talking over the Coronavirus app. We’ll done guys keep em coming!
au;1;This does not run in the background. So how can it work? I have apps that do this, monitoring my health, but this app doesn’t show up as running in the background. Seems like a dogs breakfast release
au;1;"While I applaud the Governments attempt to get this app in to the hands of Aussie citizens, the technical reality is that in its current state this app is useless. The technical constraints within iOS mean that this app must be open and in the foreground to function. The second that you do something else like open another app, take a phone call or lock your phone; this app no longer works at all. A disappointing false start."
au;1;I really really want to make this work but it won’t recognise my Australian mobile nos I have had for a zillion years so I’ll have to leave it for now - hopefully an update will address this
au;5;Privacy concerns aside and long term those will be exposed - both good and, bad but fixed. I’m happily using this app. Would never normally install this, but given the times it is needed.
au;5;This is a brilliant idea. It’s something everyone who has a comparable mobile device can do. Our medical front line have been doing so much now everyone else can do there bit. If your worried about the app tracking you the which it can’t . Why do you have a mobile phone. Your already been tracked by your phone manufacturer, service provided and other apps you’ve e downloaded.
au;1;Cannot verify my phone number
au;5;Why not make the app available on Apple Watch?
au;5;Easy to install, privacy documentation straightforward and clear.
au;5;This app is easy to use and enrolment will hopefully help us get things moving in the right direction. I hope the tin foil hats let us get on with it.
au;1;Why cant I remove the app from my phone
au;5;When so much is at stake, in terms of lives, livelihoods, all aspects of wellbeing and quality of life, I feel that downloading this app is the least that I can do. I am confident the limited data collected will not be misused and I found the app itself to be really quick and straightforward to download and set up. One of the other reviewers said to omit the ‘0’ when entering mobile numbers to fit with the international dialling format. Maybe this is why I did not experience the same issues as a few others. In any case, it is great to see so many people being proactive about downloading this app. Please let’s all work together and do whatever it takes to beat the coronavirus, look after our communities and help restore health to all aspects of our beautiful nation.
au;5;"Might not be perfect but more downloads will lead to faster easing of lockdowns.

Any social media app had more on you than this app every will. The privacy argument is null."
au;5;Setup was quick and easy. Ignore the ill-informed conspiracy theorists and download this app. It has great potential to save lives and keep Australia’s coronavirus cases under control.
au;5;"Dear users who have complained about the phone number not working, 
Try using international format perhaps? 
eg: +61412XXXXXX"
au;1;Won’t verify the phone number and provides no means to assist.
au;5;So easy to set up and use. Everyone’s worried about privacy but it asks for the absolute bare minimum of information. Everyone should be downloading.
au;5;We can get back to normalcy sooner. Just do your little bit.
au;5;"It’s a good initiative and the app is well considered and designed taking into account the turn around time required.

Not an expert, would a watch app be better considering the limitations of Bluetooth on a phone? Locked screen, background processing etc."
au;4;great initiative, just don’t like that the app has to be kept running.
au;1;"‘Please check your details and try again’
Using an Australian number and have tried the phone number variants (+61)04xxxxxxxx and (+61)4xxxxxxxx. Quite frustrating really. Cannot even register."
au;5;If this app helps to save lives why would you download it. Come on everyone let’s help each other
au;4;Please send me another code to update my information as the code you have sent me earlier had been expired. Thank you
au;5;Helping the rating out, people download the app and help the gov understand the full picture
au;5;You just put your name (don’t even have to use real name), and your age range (20’s 40’s etc). It doesn’t “track you” it just keeps track of all the people you go near, then if someone has it you find out right away not weeks later. Perfect!
au;5;Hi, I’m still using my overseas mobile number and can’t register as the app requires an Australian phone number. Most grateful if this can be updated, 🙏🙏
au;5;This is a fantastic app developed by the Australian government!
au;1;"best way to drain your phone's battery.

best way to get fined for looking at your phone while crossing the road

best way to lose your data"
au;5;Just do it for everyone’s sake.
au;3;Installed this morning and iPhone 11 Pro running hot after install. Turning off the app stops this issue. Within minutes the phone goes back to ambient temp.
au;5;Download the app ASAP. Don’t worry about your privacy, you don’t have a privacy when you dead anyways. So don’t be an idiot. Just download the app and help to stop the spread.
au;5;"For those getting an error ""Error verifying number"" try turning off your wifi and use mobile data instead that solved it in my case and of course no leading zero on your number."
au;5;Easy to set up. Got my message this morning to tell me it was working properly, that was good for me as verification that it was setup correctly. It will do that daily.
au;1;"Not sure what the app needs my mobile number for, so I stopped at step 2 of the sign up form.

If I need to be notified the app can just send a push notification. I don’t understand why it needs any personal information instead.

Waiting for a version that’s based on Apple’s/Google’s privacy-focused exposure notification system."
au;3;It’s a  McDonalds.
au;5;"Hints for those worried....

* The government has your details already through our tax and Medicare - just download the app. 

* The app isn’t using location data, just Bluetooth to see if you came near someone - just download the app.

* No one in the government is really interested in your personal conversations with your cat. The app doesn’t record them - just download the app. 

Be a part of something to get Australia back up and running. Just. Download. The. App 😊

If you’re still scared/paranoid, then don’t. But never complain about isolation or restrictions again."
au;5;Download and help us to reopen.
au;5;Stop trying to find faults - this is for our greater safety.
au;1;"Can’t get passed confirming my details. 
Have tried all the obvious things like number with 0 first then without.  Tried different personal details."
au;5;"Every little bit helps. 
Easy to download. 
Set and forget until the time comes that you get diagnosed or called to say you have been in contact with someone who has been diagnosed.  Then the magic of contact tracing becomes so much easier. Who knows this could save someone elses life."
au;5;Just do it.
au;5;Data is stored on your phone encrypted and can only be accessed by a health professional with your permission. Also it doesn’t record personal information.
au;5;Is it worth entertaining the idea that when the app is installed but a user has not kept it active, and, or the Bluetooth bit, is not running, the app turns from its green colour scheme to another ‘alerting’ colour as part of its notification to the user?
au;5;Better be safe than sorry.
au;5;I’d like to thank the PO, BA, designer, content writer, developer, tester, QA, architect etc who know doubt worked some long nights to get this approved and out the door in such a small timeframe. I’m sure navigating it through risk, compliance and legal while still making it understandable was fun. From one who know what’s involved - I thank you!
au;5;Easy to download and set up.
au;5;"App runs in background 

People who are so worried about privacy 
Should delete there Google and Facebook accounts 😂"
au;5;Wonderful initiative by the Australian government to help slow down the spread of the virus. Will definitely save lives and allow for restrictions to be eased sooner!
au;5;Only took few seconds to setup. Stay home. Save lives. Long live JACINDA ARDERN
au;5;"Have been waiting patiently for this app that we the people have been asking for. 
Thanks for implementing it with the safeguards you have."
au;5;"Contact tracing is one of the proven methodologies to actually track the spread of the virus and isolate it’s progress. This is critical to saving lives and well worth everybody doing their bit to participate. 

App works well and without a hitch now. Thanks for making it happen."
au;5;Im sure developers did the best for protecting Australians. Protect your family and colleagues from this virus.
au;5;As I was trying to fill in details the screen would fade to black and say COVIDSafe in the centre randomly and frequently, made it really difficult to fill it out. Might be enough to stop a lot of people from completing so maybe fix that up soon
au;5;Cmon if you worried about your privacy first delete your Facebook and then stop using your gmail. Ohh wait even this wont work they already profiled you... . JUST DOWNLOAD THE APP
au;5;"Guys, government is doing the right thing, support them !
rather than supporting instagram and fb with all your deep personal data."
au;5;I’m not really in a position to rate the app, but I have downloaded as I want to band together and get our lives back to something normal. Let’s look out for each other.
au;5;Great app, easy to use and quick to register
au;1;Drains your battery really fast.
au;5;Don’t be put off by the fearful and ill-informed. For all the paranoid conspiracy theories, the fact is this app shares nothing not already known. This will help Australia get back on track. I’m happy and confident to use this app.
au;1;"I am all for this app
I have an iPhone X
I am a HCW
APP not registering my number. Where do I get trouble shooting support?"
au;1;"Like others have mentioned, the screen goes dark with text “COVIDSafe”. You have to minimise the app and launch it again to view the actual UI but it goes dark again within 2 seconds. In its current status, the app is practically useless. 

10s Max
iOS 13.3.1"
au;4;"I don’t like this government, so I’m trusting they will do what they say- this time...
  Privacy hasn’t been a concern of mine - as yet - so I’m willing to take a risk for health if others, and hope information won’t be used against me.

No glitches for me.
Used 1% of battery so far.
Apple’s unique methods of hibernation of aps in background helps."
au;4;App will have an error during registration process when you submit your mobile phone and you used an alias name with a number in it. The error message will say “Error verifying phone number” which is not a helpful error message. To fix this, simply change your alias name and remove the numbers or possibly any other special characters in it.
au;5;Quick and easy to register, the FAQ’s are super helpful and nicely formatted.
au;5;Easy Set Up.. No Lag.. Works Fine on my iPhone XS..
au;1;Just said error to send me code.
au;5;Happy to help with early detection and all the hard work the government has done to minimise the transmission makes it worthwhile.
au;4;"The app currently only works when you have it open and your iPhone unlocked.

Apple does not allow app developers to access Bluetooth from the background - so as soon as you open a different app or lock your phone, this app doesn’t work. There is a change coming, but not for another week or so. Hoping this app is updated to take advantage of the change ASAP!"
au;1;Stop downloading this app if you want to keep your civil liberties fools
au;4;I’m happy to have the app, but it needs to run in background so we don’t know it’s there. I don’t need messages telling me to be safe etc.
au;5;Works great. Easy set up.
au;5;Well thought out and easy to install. Great job 👍
au;5;Super easy to use, consent is two-fold and a great measure to tackle covid-19.
au;5;App is easy to set up. Help save Australia
au;1;"Having the app active means Bluetooth hands free in my car doesn’t work.
I don’t want to risk a fine trying to do them right thing’....."
au;5;Set up on my iPhone X in less than a minute.
au;5;Took a minute to register. Very easy.
au;5;"extremely easy to use!  Very happy with the privacy setting. If you use google, facebook or any of those types of apps....they have so much more data on you than this app collects. 
Hopefully everyone will download and we can put a stop to this damn virus!"
au;3;The app won’t start if the phone connected to WiFi
au;5;Want Australia to be set free from lockdown? Digital CV19 contact tracking is essential to do this...
